t,Mode,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,StateBlc0,StateBlc1,StateBlc2,StateBlc3,StateBlc4,StateBlc5,StateBlc6,StateBlc7,StateBlc8,StateBlc9,StateBlc10,StateBlc11,StateBlc12,StateBlc13,StateBlc14,StateBlc15,State
0.0,1,42.08314353481339,39.70911401006326,23.993155090898945,56.85541082214571,27.89327497640924,53.4526443830009,23.80353603590288,29.16904992402443,26.24594563106814,49.13516163498521,22.843003516264915,28.20489457947076,35.41275706570079,21.43207671068414,50.07267647342737,53.99725932958967,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.1,1,42.394215956856065,40.00953287807187,24.231012354763198,57.229565118533934,28.144955438675495,53.77402427226569,24.030276339024937,29.41904558818912,26.4867427191088,49.4352612068952,23.077764188035264,28.449836414892808,35.67327195105995,21.665025528839976,50.38782380322855,54.352280426587136,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.2,1,42.70704681453505,40.31159289974207,24.470275619749497,57.60574592285646,28.39801996047871,54.09691133931099,24.258221958929788,29.670405249790814,26.728852342576463,49.736779381953596,23.313775761199103,28.69612018601456,35.9351343033994,21.899230725343443,50.70448913943432,54.709094804714354,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.30000000000000004,1,43.021645406117024,40.6153024629921,24.710952483444853,57.98396361225469,28.65247559016521,54.421312505108766,24.48737890766472,29.92313588445283,26.97228109492904,50.03972267882748,23.551044355174188,28.943752712059666,36.198350729154086,22.134698461661394,51.0226795132167,55.067710991842986,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.4,1,43.33802275715752,40.920671513592254,24.953051954892324,58.36423049125361,28.908330685052633,54.747235975362635,24.717754313689117,30.177245763340615,27.21703679397548,50.34409882617009,23.78957722551944,29.19274207861761,36.462929061416204,22.371436043179166,51.34240326086643,55.42813909894979,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.5,1,43.65618876733419,41.2277089789827,25.196582123946186,58.746557605220815,29.165592746033838,55.07468911003525,24.949354574095914,30.432742310661123,27.46312645520703,50.649914755508206,24.029380881643476,29.44309554224386,36.728876328533424,22.609450023759273,51.663667858891195,55.790388195607036,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.6000000000000001,1,43.9761532458103,41.53642370442764,25.44155100665013,59.130955897991285,29.424269204807707,55.40367920021128,25.182186026789864,30.689632882264306,27.71055702915895,50.957177333387214,24.270461772373224,29.694820292461145,36.99619949360434,22.84874689621814,51.98648071371082,56.154467266652226,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.7000000000000001,1,44.29792633034771,41.84682482913268,25.687966888248148,59.517436677676706,29.684367739396546,55.734213774413895,25.416255218987523,30.94792507836711,27.959335695709896,51.26589364947797,24.51282655798616,29.94792375668817,37.2649057487384,23.089333366046013,52.31084947242317,56.520385590125535,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.8,1,44.621518180910904,42.15892150813288,25.935790708947994,59.56979551601914,29.94589604484729,56.06630037873153,25.65156870367217,31.207579155274626,28.20946965072224,51.57607080994742,24.75648191374713,30.20241337435759,37.53500230226031,23.331216153780627,52.63678179982131,56.88815246524327,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
0.9,1,44.94693901001706,42.4727228624491,26.184807321038054,59.36279709116685,30.208861851957913,56.39994658614132,25.888132907903266,31.46837931184024,28.460966121948633,51.88771594582832,25.001434542222736,30.45829654146264,37.806496392855024,23.574402007337504,52.96428538782039,57.25777722659309,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1.0,1,45.27419912495929,42.788238031999974,26.434995100209754,59.15713737294715,30.473272963153995,56.73516004096841,26.125954187010855,31.730303297570046,28.713832403988118,52.20083625522463,25.247691207866474,30.715580656556753,38.079395326547846,23.81889773692982,53.29336800038751,57.62926929562547,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1.1,1,45.60330887078887,43.10547618550373,26.686360902098762,58.952810499272374,30.739137207555768,57.07194840982526,26.36503891183324,31.99335733887691,28.968075815649982,52.51543895715855,25.4952586963141,30.974273140352057,38.35370643291878,24.064710174219833,53.62403742415193,58.00263812231636,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1.2000000000000002,1,45.93427865022024,43.42444654080783,26.93891161461695,58.749810645359744,31.006462456325732,57.4103193976335,26.60539348610153,32.25754768949993,29.223703714394023,52.831531306625145,25.744143827970987,31.2343814526354,38.62943707978959,24.311846185962523,53.95630148454526,58.37789320442708,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1.3,1,46.2671189259182,43.74515836697879,27.192654159394483,58.54813202491396,31.27525662443702,57.75028074948605,26.847024347943254,32.52288063186126,29.480723497995346,53.14912059634273,25.9943534595796,31.495913093656736,38.90659467492106,24.560312675581013,54.2901680473685,58.75495870225007,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1.4000000000000001,1,46.601840456362105,44.06762120370867,27.447595642093663,58.34776905283621,31.545527855774864,58.09184045075295,27.089938130533433,32.78936259647383,29.739142779893697,53.46821434509088,26.24589460189256,31.758728598720367,39.185186845715585,24.81011672615143,54.62549804802533,58.54626108094243,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1.5,1,46.938453337251026,44.39184396920667,27.703742741385526,58.14871567887117,31.81728377057207,58.43500591295009,27.334141008460463,33.05699950250222,29.99896867617193,53.788819531297875,26.498773593555097,32.02268731664731,39.46522070834117,25.06126484506311,54.96215121562543,58.33905866496703,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1.6,1,47.276968446491445,44.71783630508527,27.961102630020658,57.95096639397387,32.09053259990545,58.77978520126996,27.579639682939277,33.32579771333558,30.260208880467225,54.110943748368406,26.752997269675436,32.287795688132746,39.746703969522486,25.313764064264554,55.300134452728095,58.133344305993944,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1.7000000000000002,1,47.61739648143959,45.04560768002451,28.219682361000412,57.75451555735906,32.365282429620876,59.126186216077805,27.826440724909858,33.595763472489274,30.522870947536575,54.4345944342308,27.008572328821153,32.55406003499247,40.0296441920784,25.567621279799305,55.63945452023455,57.92911071247067,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1.8,1,47.9597481989956,45.37516761337467,28.479489020764518,57.55935756370997,32.64154138893715,59.47421689721656,28.07455073895895,33.86690305055905,30.78696247199056,54.75977906364859,27.265505503190433,32.821486705628,40.314048978178846,25.822843422715977,55.980118205929536,57.72635064023903,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1.9000000000000001,1,48.06321296319265,45.47866490900576,28.597322883655206,57.36544859789966,32.75523897759616,59.52562468381406,28.18282259902317,33.96909528106255,30.897723228383153,54.811872405114,27.38664072179533,32.92518733108401,40.3975399385976,25.94947845552056,56.04137257256488,57.525002239870155,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
2.0,1,48.16695170116852,45.58239757579973,28.715322230442514,57.17258591636442,32.86914088388101,59.57734379836493,28.291299018177547,34.071454583692216,31.008683811572514,54.864291775104874,27.507921186891945,33.02905528498214,40.481300750168785,26.07624678828865,56.10285589489239,57.32477872697879,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
2.1,1,48.51244351241799,45.914854769844325,28.977328251530462,56.98096083749124,33.14803364530738,59.80573004646792,28.54176436443387,34.3445629537,31.275296701357554,55.19173793325876,27.767275003646095,33.29845464868774,40.768129101797776,26.33392781429297,56.445349090131316,57.12595279928023,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
2.2,1,48.859886922839394,46.24892048845294,29.24058110887482,56.79060626066827,33.42825264850897,59.559649224800125,28.7933520235897,34.618862400765266,31.543359343008653,55.52053231041918,28.028004733612377,33.56903396003896,41.05644206372638,26.592992196735366,56.78920316421814,56.92857213543279,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
2.3000000000000003,1,49.20929318075634,46.58450920406835,29.50508808904238,56.601517110345505,33.70971094094755,59.315881463355694,29.045973633007275,34.89435949254286,31.81287961175533,55.850587484577304,28.29011734531446,33.84079999644777,41.34624780117245,26.853447247309944,57.134425380061,56.73263012649499,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
2.4000000000000004,1,49.56067301816337,46.92162979095948,29.770856134737794,56.41368798542786,33.99241605076043,59.0744131512072,29.299635378316324,35.171060475709794,32.08386498824467,56.18191052166439,28.553619427471265,34.11375923024358,41.63755410118106,27.115299910449217,57.48102264488591,56.53811979973595,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
2.5,1,49.91403722775899,47.260291161989336,30.03789222213577,56.227113520073466,34.27637553750354,58.83523078836809,29.554343467447246,35.4489716247271,32.356322993375166,56.5145085132623,28.818517602727614,34.38791816170779,41.930368792150475,27.378557166676654,57.82900189413724,56.345034229587675,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
2.6,1,50.269396664293936,47.600502269431566,30.30620336159889,56.04178838469552,34.56159699281174,58.59832098880229,29.810104131080788,35.728099242422175,32.63026118917801,56.84838857711997,29.084818528386137,34.663283319657616,42.2246997447369,27.643226033389354,58.17837009205667,56.15336653897011,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
2.7,1,50.62676224221726,47.94227210353595,30.57579659638497,55.85770728418118,34.848088039248495,58.363670474556,30.066923621845238,36.00844965891138,32.90568717723969,57.18355785622077,29.352528895060527,34.93986126037569,42.52055487024375,27.909313563437426,58.52913423059891,55.96310989686629,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
2.8000000000000003,1,50.98614493401754,48.28560969158743,30.846679001741393,55.674864956172364,35.135856329571894,58.13126606984805,30.32480821382049,36.29002923083979,33.18260859757147,57.520023518194755,29.62165542569057,35.21765856687024,42.81794211947825,28.176826844098443,58.881301328677814,55.77425751594345,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
2.9000000000000004,1,51.3475557736345,48.630524100008024,31.11885768677967,55.49325617348612,35.424909548427316,57.9010947089745,30.58376420372395,36.57284434294122,33.46103313088807,57.85779275669259,29.89220487748023,35.49668185043017,43.11686948508225,28.44577299912681,59.23487843373969,55.58680265583632,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
3.0,1,51.71100585643008,48.97702443452659,31.392339794472516,55.312875742833384,35.715255412539385,57.673143431445745,30.843797911087105,36.85690140802041,33.740968498535345,58.19687279155958,30.164184041781436,35.77693775064909,43.41734500148837,28.716159188668186,59.58987262177485,55.40073862130114,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False
3.1,1,52.0765064312585,49.325119911808194,31.66713256056189,55.13371856005403,36.00690172908743,57.44739948253786,31.104915716438867,37.14220692310674,34.02242253074717,58.53727090703923,30.437515780289026,36.05843297014019,43.719376804338836,28.987908635392657,59.498682650593125,55.21597498009218,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False
3.2,1,52.44406853114132,49.674819572118274,31.943243077351163,54.95577938968826,36.299856161481124,57.22384991387762,31.367123784918,37.42876724434148,34.305402892925194,58.87899405210742,30.712001224500145,36.3411738893717,44.0229727689261,29.2608227410242,59.260128941444265,55.032301183150715,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False
3.3000000000000003,1,52.81370352833991,50.0261327111583,32.220678648484295,54.77905319512462,36.59412658143485,57.00248217931862,31.630428403621746,37.71658892480674,34.589917496594836,59.22204928494028,30.987637260302474,36.625166990479336,44.3281409751665,29.53489861773316,59.02330292084079,54.849703253866636,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False
3.4000000000000004,1,53.185422765075785,50.37906859278636,32.499446552861166,54.60353491821042,36.8897208347715,56.78328373669683,31.894835832868473,38.00567848960734,34.875974225841304,59.56644362853185,31.264430055538007,36.9104187271629,44.63488947377913,29.8101426603135,58.7881950858546,54.66817650866462,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False
3.5,1,53.559237740961954,50.73363659489301,32.7795541644271,54.429219588094014,37.18664686037683,56.566240077788606,32.1603524056564,38.29604254986035,35.16357890983719,59.840393128612924,31.542383688277805,37.19693563857533,44.94322642868672,30.086559175829816,58.554796075455414,54.48771633712513,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
3.6,1,53.93515973454759,51.08984587981933,33.06100871019614,54.25610210512943,37.48491237995423,56.35115800041256,32.42698425765412,38.587687572509374,35.452557954493784,59.58922740718765,31.821322900638524,37.48472408595115,45.25315976039977,30.363973100448025,58.3230962941196,54.308318010416365,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
3.7,1,54.31320037084934,51.44770577396328,33.3438176330065,54.08417756495296,37.78452513297261,56.137911583570876,32.69473750196075,38.88062022535884,35.74280281278124,59.34012894396843,32.10113755923478,37.773790531924625,45.56469744940362,30.64227439982149,58.093086246561484,54.12997696854161,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
3.8000000000000003,1,54.69337124916964,51.807225558993814,33.62798835348974,53.91344104012125,38.08549280161802,55.92649110387166,32.96361819350693,39.174847150394015,36.03432075859134,59.09308573986186,32.38183337732349,38.06414139592025,45.877847414338824,30.92146886963387,57.86475638855971,53.95268862654549,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
3.9000000000000004,1,54.80109259071083,51.90836313378587,33.74452106937104,53.74384251066872,38.196507302499434,55.716810717499456,33.06802844134856,39.273658778805384,36.14608289645558,58.848024498037844,32.50069381468375,38.16462589062248,45.96234109802599,31.046130997156137,57.63805828398915,53.77642503125395,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.0,1,54.9090793050564,52.00967474861972,33.861221632411116,53.57514877882987,38.30766794845463,55.50847609385366,33.17258383263482,39.372642051362206,36.25796471915244,58.604622066561525,32.61955127076381,38.265283054868426,46.04709928651788,31.170780681073015,57.41278412190189,53.60106234644987,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.1000000000000005,1,55.29263236042064,52.371691951537706,34.14773392631206,53.40758214752866,38.61084490566805,55.30186160341449,33.44335273348741,39.668949895308394,36.55155601820957,58.36317652830837,32.90158465840362,38.5577232770584,46.36282762923154,31.451363856709065,57.189121467518675,53.426714091329636,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.2,1,55.67834578014006,52.73539364680603,34.43562864023979,53.24118425398609,38.915397929147645,55.09703595934236,33.71526612059258,39.96657007673668,36.84644069148526,58.12374008860905,33.1845160672373,38.85146539635524,46.68018892194248,31.73285729659503,56.96710211884656,53.253400486967834,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.3,1,56.06623138891956,53.10078925975648,34.724913320690376,53.07595032599058,39.221334817670126,54.89398978297412,33.98833013020125,40.265509339226284,37.14262611322551,57.88630117244095,33.468351247365376,39.146515931743544,46.999191227137565,32.01526683641936,56.746716848011374,53.08111706901925,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.4,1,56.456301076267984,53.467888258449264,35.01559554975484,52.911875623383956,39.528663404195356,54.69271376681304,34.262550922322596,40.565774455595204,37.44011968750098,57.65084829012101,33.753095962105576,39.44288143067341,47.31984264817803,32.29859832596594,56.52795649033318,52.909859397348896,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.5,1,56.848566796650786,53.836700153801836,35.30768294520435,52.74895543783069,39.83739155597514,54.49319867391362,34.53793468079882,40.867372227964495,37.73892884830972,57.417370036520815,34.038755988093,39.74056846911537,47.642151329372965,32.58285762921563,56.310811943754906,52.73962305586683,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.6000000000000005,1,57.24304057032971,54.20723450016952,35.60118316095259,52.587185092939,40.14752717502317,54.29543533805285,34.81448761363079,41.170309488132595,38.039061059994616,57.18585509122716,34.32533711551746,40.03958365191744,47.96612545648695,32.86805062459436,56.09527416897031,52.570403652628094,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.7,1,57.269442825962344,54.579441251180306,35.8961039798113,52.42656002320964,40.45901853505716,54.09941477064877,35.09221603503819,41.47459319153349,38.34052390375682,56.95629235252542,34.6128452129311,40.339933705935124,48.291773373518865,33.15418327066859,55.88133429917331,52.40219688965769,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.800000000000001,1,57.09343153775148,54.95311969608898,36.19245284329918,52.26707545695056,40.77166334334632,53.90512752991511,35.371126038166985,41.78023004245048,38.64332463248478,56.728670397227226,34.90128596904788,40.641625108486856,48.619103116848436,33.44126134441404,55.66898319797273,52.23499828267743,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
4.9,1,56.91868479804015,55.32825990827203,36.490237470157204,52.10872689110089,41.08545004449259,53.712564493749646,35.65122398629059,42.087227056677115,38.947470751838615,56.50297828839851,35.19066528055131,40.94466464511858,48.94812311452142,33.729290834328054,55.4582121207978,52.06880358094657,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.0,0,56.74513742206877,55.42721186806251,36.60611180544602,51.95146100925704,41.194076202278566,53.521634485504926,35.75344858913879,42.18428244195516,39.05733750799055,56.279138252478994,35.30420943815356,41.04346860245506,49.033170475139286,33.848793414883055,55.248969754219615,51.90358326728687,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.1000000000000005,1,56.57248131548205,55.52628029040093,36.722158890056434,51.7950261357013,41.302790497839915,53.331913944150614,35.85582781862924,42.28151628527466,39.16733539004387,56.05680002633767,35.41777493816509,41.142449566399605,49.11848123663517,33.968307184450794,55.041030193143726,51.73920393816982,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.2,1,56.40101402545843,55.90343748490817,37.02236181632091,51.63966461816021,41.61828952888959,53.14380906105571,36.13787252636624,42.590655643181776,39.473632283182226,55.83629237825968,35.70855206740239,41.44763378210987,49.450155654013784,34.25778669299487,54.83460196136621,51.575790111848036,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.300000000000001,1,56.23079065939868,56.28207768471064,37.32402133640316,51.48542119107984,41.934948291226505,52.95739352443858,36.42112255149675,42.90117371239146,39.78129487055019,55.617672140342265,36.00028460769128,41.75418407923771,49.78354179342616,34.548234729044026,54.6297196331845,51.41336318180079,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.4,1,56.0618060246218,56.66220903078494,37.62714519708469,51.33229141682146,42.252773293398484,52.77265840898765,36.70558426192292,43.21307752248593,40.090330667409134,55.40092862850679,36.292978434577705,42.06210725534613,50.11864811719502,34.8396572623563,54.426374644121424,51.25191894052018,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.5,1,55.89405496427268,57.04383969472048,37.93174118265949,51.18027088953814,42.57177106595244,52.58959485940835,36.99126405155784,43.526374135042246,40.4007472206164,55.18605124147179,36.586639438833046,42.37141013906709,50.45548313210716,35.13206027886882,54.22455849126801,51.09145320465246,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.6000000000000005,1,55.72753235578619,57.4269778776752,38.2378171136193,51.02935523382097,42.89194816069322,52.40819408734706,37.278168339430486,43.841070642509806,40.71255210754162,54.97302945709233,36.881273525974805,42.68209958900549,50.79405538784093,35.42544978018484,54.02426273056868,50.93196181397569,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.7,1,55.562233091744154,57.81163183973776,38.545380874550006,50.87954008833918,43.213311174169746,52.22844733826987,37.566303592643635,44.157174193523176,41.02575296316711,54.76185279269058,37.17688663751146,42.99418251820731,51.13437350741704,35.71983180515739,53.825478945101445,50.77344061596823,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.800000000000001,1,55.39815268060654,58.19781056571679,38.854441069137195,50.7308216449938,43.535867267780596,52.0503467143064,37.85567686839814,44.47469261384365,41.34035809324631,54.55251172695487,37.473485177551204,43.307666509977544,51.47644695918364,36.01521286232857,53.62819949938554,50.61588594263579,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
5.9,1,55.23522211362892,58.2934928534117,38.969801247255674,50.58314316095264,43.64104507178734,51.87379586076924,37.95618321826995,44.57036141256307,41.44875299237571,54.34492366239628,37.582869983476705,43.40512753649566,51.561935514227535,36.130673058972654,53.432369785673075,50.45926637353492,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
6.0,1,55.07311898238065,58.38930627780413,39.08533614514069,50.43624028619924,43.7463247598113,51.698350976776425,38.05685101949138,44.666213941412444,41.55728628398672,54.138720851742946,37.69229393482416,43.502768806304005,51.64768723965207,36.24616141231212,53.23775336347399,50.30344343335644,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
6.1000000000000005,1,54.91215401047642,58.777561888058024,39.396874537026626,50.29036688031724,44.07064087907185,51.52443738736018,38.348218020905136,44.98592431972929,41.87410201885474,53.93424780427805,37.9903377775312,43.818442183639995,51.99247700754444,36.54304087414562,53.0445674526545,50.148545184821074,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
6.2,1,54.75238792953896,59.16736302124845,39.709929957869655,50.145572835823984,44.39616747910058,51.35213672658791,38.64084008437851,45.30706781805602,42.1923419924011,53.73156995469545,38.28938342898839,44.13553426771589,52.339043360922105,36.840936016361404,52.852853216739476,49.99459683461355,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False
