t,Mode,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,StateBlc0,StateBlc1,StateBlc2,StateBlc3,StateBlc4,StateBlc5,StateBlc6,StateBlc7,StateBlc8,StateBlc9,StateBlc10,StateBlc11,StateBlc12,StateBlc13,StateBlc14,StateBlc15,State
0.0,1,51.92277235325486,54.7632102984055,57.74663008678504,46.54757199132944,46.237833067699015,35.72105275212375,52.39064270695128,41.20901086083265,37.954948755244665,39.77373754066253,52.550049711891255,41.75904563681391,38.31364290923653,20.505523271282318,46.20848901781031,48.084608904169386,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.1,1,52.29746939694184,55.13697008652804,58.13651236458829,46.89565214742971,46.56036860867044,36.015570308711126,52.73227354393966,41.520227235509644,38.24570822838817,40.0571363452597,52.888586188379676,42.07289802234948,38.59192590863659,20.730051811453823,46.52156073659641,48.41931978090334,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.2,1,52.67430025078942,55.51275983182539,58.5284913963047,47.24574180838274,46.88459801568919,36.31163601577836,53.07560052993566,41.83311682543764,38.53800408180996,40.34196305932027,53.22876820667307,42.38842388083628,38.871652921883,20.95580674987028,46.83618086253229,48.755771034327104,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.30000000000000004,0,53.05327614627118,55.89058983925271,58.92257771643935,47.59785167495202,47.210529676011255,36.60925742438839,53.420631685105995,42.14768802088882,38.831843844085775,40.6282244786318,53.57060335505861,42.705631452879004,39.152830985348345,21.18279417221521,47.15235662476854,49.09397109409541,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.4,1,53.43441047858238,56.270472398622665,59.31878388846206,47.95199450950868,47.53817359218104,36.9084435396812,53.767376573854975,42.46395082807729,39.12723649355,40.91592870745993,53.91410068268522,43.024530565964575,39.43546849036838,21.41102133608346,47.47009664423274,49.433930013029354,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.5,1,53.817715433842075,56.6524186872345,59.7171213376362,48.30818192355643,47.867538859579106,37.209202548619984,54.11584389011091,42.781914346344855,39.424190192895466,41.20508311237426,54.25926841322253,43.345130154880536,39.71957306585029,21.64049483980334,47.78940875590322,49.77565692973939,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.6000000000000001,1,54.20320287790417,57.03642527384421,59.93229714525809,48.666410908054466,48.19863433464328,37.511542421371864,54.466027785494035,43.10158743452445,39.72271289010342,41.49569486607637,54.60611455306927,43.66743891935244,40.00515214006194,21.87122110803225,48.110300588441355,50.11916074233549,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.7000000000000001,1,54.590885022650106,57.42228888863433,59.73465578372511,49.0264785548357,48.531469166567035,37.81547128365635,54.81772259313562,43.42297913877368,40.02281279463109,41.78777137526965,54.954647314267476,43.991465845538094,40.29221338538025,22.103206777197446,48.43278001789825,50.464450640552414,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.8,1,54.98077412870308,57.80994791337741,59.53874514106998,49.38832347965849,48.866052606505654,38.1209971753467,55.17086444664956,43.74609842980631,40.32449820700744,42.081320128657794,55.30487491197462,44.31722001898231,40.58076455941353,22.336458557004114,48.75685500750806,50.811535915898084,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0.9,1,55.37288248521025,58.19941232018748,59.34455737329449,49.75195587830121,49.20239393109733,38.42812813991317,55.52546107824585,44.07095428549878,40.627777450067974,42.37634863384537,55.65680557221063,44.644710549521804,40.87081344050143,22.570983175332913,49.0825335399704,51.16042588424719,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
